1	16.481671
2	8.484847
3	5.682609
4	4.265742
5	3.418873
6	2.877044
7	2.470348
8	2.174115
9	1.994672
10	1.808896
11	1.661785
12	1.533186
13	2.195839
14	2.073265
15	1.938853
16	1.865975
17	1.749901
18	1.686174
19	1.596031
20	1.528375
21	1.491247
22	1.432278
23	1.375976
24	1.344186
25	1.312069
26	1.268838
27	1.238007
28	1.200415
29	1.418909
30	1.416383
31	1.388416
32	1.361666
