1	16.475484
2	8.443260
3	5.680050
4	4.259890
5	3.425341
6	2.879100
7	2.476790
8	2.169150
9	1.940713
10	1.760883
11	1.605916
12	1.486333
13	1.386430
14	1.303138
15	1.228348
16	1.162043
17	1.683178
18	1.627079
19	1.558755
20	1.493838
21	1.437226
22	1.377697
23	1.328609
24	1.284914
25	1.271613
26	1.229670
27	1.197648
28	1.172704
29	1.149969
30	1.118517
31	1.098154
32	1.092492
