1	16.471695
2	8.312318
3	5.520341
4	4.188880
5	3.370980
6	2.825991
7	2.435707
8	2.142204
9	1.914833
10	1.748055
11	1.609050
12	1.486135
13	1.387501
14	1.312052
15	1.246450
16	1.189632
17	1.699460
18	1.607868
19	1.535597
20	1.479946
21	1.449298
22	1.400539
23	1.355493
24	1.312649
25	1.277499
26	1.242297
27	1.211053
28	1.186329
29	1.166991
30	1.146591
31	1.122101
32	1.115460
