1	16.497569
2	8.325388
3	5.548271
4	4.201342
5	3.389383
6	2.833277
7	2.445307
8	2.150717
9	1.968636
10	1.799885
11	1.665574
12	1.529268
13	1.802900
14	1.840217
15	1.866074
16	1.847605
17	1.764167
18	1.682338
19	1.616851
20	1.547400
21	1.502285
22	1.448188
23	1.408054
24	1.360812
25	1.336746
26	1.289124
27	1.260238
28	1.262812
29	1.464633
30	1.488886
31	1.527508
32	1.542522
